Time_s_1,Time_s_2,Time_s_3,Time_s_4,Time_s_5,Time_s_6,Time_s_7,Time_s_8,Time_s_9,Speed_cm_per_s_1,Speed_cm_per_s_2,Speed_cm_per_s_3,Speed_cm_per_s_4,Speed_cm_per_s_5,Speed_cm_per_s_6,Speed_cm_per_s_7,Speed_cm_per_s_8,Speed_cm_per_s_9
0.05,0.08333334,0.1166667,0.15,0.1833333,0.2166667,0.25,0.2833334,0.3166667,18.53674,10.05443,38.49629,40.19607,19.84985,55.85072,17.3635,36.15887,32.46984
